DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-10 00:00:15,0.8,1.4,199,3,0.30,1.01,72.8,52.6,F
2025-01-10 00:10:15,0.4,0.6,105,1,0.30,1.01,72.4,54.8,F
2025-01-10 00:20:15,0.8,1.4,219,3,0.31,1.03,72.1,54.8,F
2025-01-10 00:30:15,0.9,1.7,202,3,0.30,1.01,72.4,55.9,F
2025-01-10 00:40:15,0.8,1.3,195,3,0.30,1.00,71.9,54.8,F
2025-01-10 00:50:15,1.0,1.8,261,4,0.31,1.03,71.6,56.0,F
2025-01-10 01:00:16,1.5,2.6,237,6,0.30,1.00,71.4,53.7,F
2025-01-10 01:10:16,1.8,3.2,348,7,0.29,0.99,71.3,54.8,F
2025-01-10 01:20:16,1.2,2.2,216,5,0.29,0.98,71.3,54.8,F
2025-01-10 01:30:16,1.1,1.7,167,4,0.30,1.01,71.4,54.8,F
2025-01-10 01:40:16,1.0,1.5,254,3,0.30,1.01,71.1,54.8,F
2025-01-10 01:50:16,1.2,2.1,168,4,0.30,1.01,71.0,54.8,F
2025-01-10 02:00:16,1.3,2.4,231,5,0.30,1.00,70.9,54.9,F
2025-01-10 02:10:16,0.8,1.5,225,3,0.30,1.01,71.0,54.9,F
2025-01-10 02:20:16,0.9,1.6,228,3,0.30,1.02,71.0,54.8,F
2025-01-10 02:30:16,1.0,1.7,258,4,0.31,1.02,71.0,54.8,F
2025-01-10 02:40:16,0.8,1.5,215,3,0.30,1.01,70.7,54.8,F
2025-01-10 02:50:16,1.2,1.9,195,5,0.30,1.01,70.7,54.8,F
2025-01-10 03:00:16,1.2,2.1,166,4,0.30,1.01,70.6,55.0,F
2025-01-10 03:10:17,1.0,1.6,251,3,0.30,1.02,70.6,54.8,F
2025-01-10 03:20:16,1.1,1.7,160,4,0.31,1.02,70.9,54.8,F
2025-01-10 03:30:16,1.0,1.7,232,4,0.31,1.02,70.8,54.9,F
2025-01-10 03:40:16,1.1,1.8,263,4,0.30,1.01,70.6,54.8,F
2025-01-10 03:50:17,1.5,2.6,270,6,0.29,0.99,70.5,55.0,F
2025-01-10 04:00:17,1.1,1.8,260,4,0.31,1.02,70.5,56.0,F
2025-01-10 04:10:17,1.0,1.6,252,4,0.30,1.01,70.5,56.1,F
2025-01-10 04:20:17,1.1,2.0,168,4,0.30,1.01,70.6,55.0,F
2025-01-10 04:30:17,0.8,1.6,192,3,0.30,1.01,70.5,55.0,F
2025-01-10 04:40:17,1.7,3.0,306,6,0.30,1.01,70.4,56.0,F
2025-01-10 04:50:17,1.0,1.5,224,4,0.29,0.98,70.3,54.9,F
2025-01-10 05:00:17,0.8,1.3,203,3,0.29,0.98,70.3,54.9,F
2025-01-10 05:10:17,1.0,1.4,263,4,0.28,0.96,70.5,54.9,F
2025-01-10 05:20:17,1.0,0.9,219,3,0.28,0.96,70.6,53.7,F
2025-01-10 05:30:17,0.6,0.8,168,2,0.28,0.96,70.5,54.9,F
2025-01-10 05:40:17,0.8,1.3,189,3,0.28,0.97,70.3,54.9,F
2025-01-10 05:50:17,1.0,1.8,258,4,0.29,0.98,70.3,54.9,F
2025-01-10 06:00:17,0.8,1.3,190,3,0.27,0.94,70.3,53.7,F
2025-01-10 06:10:17,1.0,1.8,250,4,0.27,0.94,70.6,53.7,F
2025-01-10 06:20:17,1.0,1.7,238,4,0.28,0.95,70.5,55.0,F
2025-01-10 06:30:18,0.9,1.6,236,3,0.28,0.95,70.3,56.0,F
2025-01-10 06:40:18,0.7,1.0,189,3,0.28,0.95,70.3,54.9,F
2025-01-10 06:50:18,1.3,2.1,189,5,0.28,0.95,70.3,55.0,F
2025-01-10 07:00:18,1.1,1.6,203,4,0.26,0.91,70.4,53.7,F
2025-01-10 07:10:18,1.3,2.1,191,5,0.26,0.90,70.4,52.6,F
2025-01-10 07:20:18,1.5,2.6,254,6,0.26,0.90,70.6,53.7,F
2025-01-10 07:30:18,1.9,3.6,362,7,0.27,0.92,70.4,53.7,F
2025-01-10 07:40:18,8.1,12.9,1248,33,0.27,0.93,70.7,56.0,F
2025-01-10 07:50:18,6.7,12.3,1066,27,0.26,0.90,70.8,58.3,F
2025-01-10 08:00:18,3.8,6.1,614,15,0.25,0.89,70.9,55.0,F
2025-01-10 08:10:18,4.1,6.9,695,16,0.27,0.94,70.8,56.0,F
2025-01-10 08:20:18,2.3,3.8,355,9,0.25,0.88,70.1,53.7,F
2025-01-10 08:30:18,1.9,3.2,362,7,0.24,0.86,68.5,54.9,F
2025-01-10 08:40:18,4.1,8.1,729,16,0.23,0.84,69.2,52.6,F
2025-01-10 08:50:18,2.9,5.4,513,11,0.26,0.91,68.2,53.8,F
2025-01-10 09:00:18,1.9,3.7,377,7,0.26,0.92,68.9,55.0,F
2025-01-10 09:10:18,1.4,2.6,243,5,0.26,0.92,69.5,54.9,F
2025-01-10 09:20:19,1.0,1.9,255,4,0.27,0.94,70.0,54.9,F
2025-01-10 09:30:19,1.1,2.0,249,4,0.29,0.97,70.0,56.0,F
2025-01-10 09:40:19,4.5,8.1,690,18,0.22,0.81,70.1,53.8,F
