DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2024-12-19 00:05:46,1.9,3.2,403,7,0.06,0.30,71.4,56.0,F
2024-12-19 00:15:46,1.8,3.3,336,7,0.07,0.33,70.9,60.7,F
2024-12-19 00:25:46,2.9,5.5,513,12,0.07,0.32,71.3,60.5,F
2024-12-19 00:35:46,1.9,3.3,397,8,0.07,0.32,71.9,59.4,F
2024-12-19 00:45:46,1.4,2.5,247,5,0.07,0.37,72.1,59.4,F
2024-12-19 00:55:46,2.5,4.5,400,10,0.07,0.34,72.2,60.6,F
2024-12-19 01:05:46,1.9,3.2,353,7,0.07,0.32,72.4,60.5,F
2024-12-19 01:15:47,2.1,3.6,387,8,0.07,0.32,72.3,60.5,F
2024-12-19 01:25:47,2.1,3.9,327,8,0.07,0.36,72.2,59.4,F
2024-12-19 01:35:47,1.9,3.1,376,7,0.07,0.36,72.3,60.5,F
2024-12-19 01:45:47,2.1,3.6,326,8,0.07,0.34,72.4,60.5,F
2024-12-19 01:55:47,2.8,4.8,484,11,0.07,0.33,72.4,60.5,F
2024-12-19 02:05:47,2.9,4.9,495,12,0.08,0.38,72.6,61.6,F
2024-12-19 02:15:47,2.8,4.9,467,11,0.08,0.39,72.5,62.8,F
2024-12-19 02:25:47,3.4,5.8,525,14,0.08,0.38,72.6,62.8,F
2024-12-19 02:35:47,2.9,5.1,506,11,0.08,0.38,72.6,63.9,F
2024-12-19 02:45:47,2.9,5.4,529,12,0.07,0.36,72.7,62.8,F
2024-12-19 02:55:47,1.9,3.4,375,7,0.06,0.30,71.1,59.4,F
2024-12-19 03:05:47,2.5,4.0,395,10,0.07,0.32,70.9,61.7,F
2024-12-19 03:15:47,2.7,4.7,477,11,0.07,0.33,71.3,61.7,F
2024-12-19 03:25:47,2.4,4.2,405,9,0.07,0.32,71.9,61.8,F
2024-12-19 03:35:47,2.6,4.2,422,10,0.07,0.32,72.1,61.8,F
2024-12-19 03:45:47,1.8,3.2,339,7,0.07,0.33,72.1,61.7,F
2024-12-19 03:55:47,2.3,3.4,364,9,0.07,0.35,72.4,61.7,F
2024-12-19 04:05:48,2.2,3.9,344,9,0.07,0.34,72.3,61.7,F
2024-12-19 04:15:48,2.2,4.1,376,9,0.07,0.32,72.3,62.8,F
2024-12-19 04:25:48,1.5,2.6,281,6,0.07,0.32,72.3,62.8,F
2024-12-19 04:35:48,2.5,4.0,413,10,0.07,0.33,72.4,61.7,F
2024-12-19 04:45:48,2.8,4.6,488,11,0.07,0.36,72.5,61.7,F
2024-12-19 04:55:48,1.8,3.2,329,7,0.07,0.34,72.5,62.9,F
2024-12-19 05:05:48,1.9,3.3,344,7,0.07,0.32,72.4,62.8,F
2024-12-19 05:15:48,2.2,3.5,347,8,0.07,0.33,72.4,62.8,F
2024-12-19 05:25:48,2.3,3.8,368,9,0.07,0.34,72.4,62.8,F
2024-12-19 05:35:48,1.9,3.4,355,7,0.07,0.35,72.4,62.8,F
2024-12-19 05:45:48,1.8,2.9,341,7,0.07,0.35,72.6,62.8,F
2024-12-19 05:55:48,2.3,4.0,358,9,0.07,0.34,72.4,62.9,F
2024-12-19 06:05:48,2.0,3.5,401,8,0.07,0.34,72.4,62.8,F
2024-12-19 06:15:48,1.9,3.0,382,7,0.07,0.34,72.5,62.8,F
2024-12-19 06:25:48,2.1,3.4,407,8,0.07,0.36,72.5,62.8,F
2024-12-19 06:35:48,1.6,2.4,277,6,0.07,0.36,72.7,62.8,F
2024-12-19 06:45:48,1.7,3.2,329,7,0.07,0.34,72.7,62.9,F
2024-12-19 06:55:49,1.6,2.4,248,6,0.07,0.35,72.4,62.8,F
2024-12-19 07:05:49,1.4,2.5,257,5,0.07,0.36,72.4,62.8,F
2024-12-19 07:15:49,2.4,3.9,334,9,0.07,0.36,72.4,62.8,F
2024-12-19 07:25:49,1.7,2.8,316,7,0.07,0.36,72.5,62.8,F
2024-12-19 07:35:49,1.7,3.0,323,7,0.07,0.34,72.7,62.8,F
2024-12-19 07:45:49,2.0,3.5,404,8,0.07,0.34,72.5,62.9,F
2024-12-19 07:55:49,1.8,3.0,358,7,0.07,0.36,72.5,62.8,F
