DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-26 00:02:32,3.2,5.5,486,13,0.16,0.67,69.8,53.7,F
2025-01-26 00:12:32,2.0,3.6,388,8,0.17,0.68,69.8,54.9,F
2025-01-26 00:22:32,1.6,2.9,327,6,0.17,0.69,70.1,54.9,F
2025-01-26 00:32:32,1.6,2.6,285,6,0.17,0.69,69.9,55.0,F
2025-01-26 00:42:32,1.4,2.4,223,5,0.17,0.69,69.9,54.9,F
2025-01-26 00:52:32,1.2,2.2,200,5,0.18,0.71,70.0,57.3,F
2025-01-26 01:02:32,1.3,1.9,212,5,0.27,0.93,70.3,56.0,F
2025-01-26 01:12:32,0.9,1.6,233,3,0.25,0.88,70.1,57.2,F
2025-01-26 01:22:32,0.8,1.3,199,3,0.26,0.91,70.4,56.0,F
2025-01-26 01:32:32,0.5,0.9,153,2,0.30,1.00,70.1,57.3,F
2025-01-26 01:42:32,0.6,1.2,167,2,0.29,0.97,70.2,56.0,F
2025-01-26 01:52:32,0.5,0.6,117,1,0.32,1.06,70.3,57.1,F
2025-01-26 02:02:32,0.6,1.1,145,2,0.33,1.09,70.3,57.1,F
2025-01-26 02:12:32,0.4,0.7,90,1,0.32,1.05,70.4,57.1,F
2025-01-26 02:22:32,0.5,0.9,121,2,0.39,1.23,70.4,56.0,F
2025-01-26 02:32:32,0.2,0.4,39,1,0.35,1.13,70.3,57.1,F
2025-01-26 02:42:33,0.1,0.1,33,1,0.46,1.38,70.2,58.4,F
2025-01-26 02:52:33,0.1,0.1,64,2,0.37,1.17,70.1,58.3,F
2025-01-26 03:02:33,0.4,0.8,112,1,0.41,1.29,70.1,57.2,F
2025-01-26 03:12:33,0.3,0.3,77,1,0.32,1.06,70.1,57.2,F
2025-01-26 03:22:33,0.2,0.4,50,2,0.31,1.04,70.3,56.0,F
2025-01-26 03:32:33,0.1,0.2,25,1,0.38,1.20,70.1,58.3,F
2025-01-26 03:42:33,0.1,0.2,18,2,0.35,1.14,70.0,58.3,F
2025-01-26 03:52:33,0.1,0.2,19,2,0.33,1.09,70.0,58.3,F
2025-01-26 04:02:33,0.2,0.2,51,1,0.30,1.00,70.1,57.2,F
2025-01-26 04:12:33,0.1,0.2,20,1,0.32,1.05,70.0,57.2,F
2025-01-26 04:22:33,0.1,0.2,12,2,0.32,1.06,70.1,58.3,F
2025-01-26 04:32:33,0.1,0.2,21,1,0.38,1.20,70.0,59.4,F
2025-01-26 04:42:33,0.2,0.3,38,1,0.32,1.06,69.9,58.3,F
2025-01-26 04:52:34,0.1,0.2,19,2,0.30,1.00,70.0,57.3,F
2025-01-26 05:02:33,0.2,0.4,62,2,0.32,1.05,70.1,58.3,F
2025-01-26 05:12:33,0.1,0.1,27,1,0.33,1.08,70.2,58.3,F
2025-01-26 05:22:33,0.2,0.4,55,1,0.32,1.06,70.2,59.4,F
2025-01-26 05:32:34,0.1,0.2,10,2,0.30,1.01,70.1,58.3,F
2025-01-26 05:42:34,0.1,0.2,15,1,0.29,0.99,70.1,57.3,F
2025-01-26 05:52:34,0.2,0.3,29,1,0.30,1.01,70.1,58.3,F
2025-01-26 06:02:34,0.1,0.2,15,1,0.31,1.04,70.0,58.3,F
2025-01-26 06:12:34,0.1,0.2,46,1,0.30,1.01,70.3,58.3,F
2025-01-26 06:22:34,0.3,0.4,73,1,0.29,0.98,70.2,57.2,F
2025-01-26 06:32:34,0.1,0.3,54,1,0.28,0.95,70.1,57.2,F
2025-01-26 06:42:34,0.2,0.3,65,2,0.30,1.01,70.1,58.4,F
2025-01-26 06:52:34,0.1,0.1,34,1,0.30,1.01,70.0,58.3,F
2025-01-26 07:02:34,0.1,0.2,11,1,0.30,1.01,70.0,58.4,F
2025-01-26 07:12:34,0.2,0.4,41,1,0.27,0.94,70.2,57.2,F
2025-01-26 07:22:34,0.1,0.2,19,2,0.27,0.94,70.2,57.2,F
2025-01-26 07:32:34,0.2,0.4,42,1,0.29,0.99,70.1,58.3,F
2025-01-26 07:42:34,0.1,0.3,30,1,0.29,0.99,70.0,58.3,F
2025-01-26 07:52:34,0.1,0.2,11,1,0.29,0.98,70.0,58.4,F
2025-01-26 08:02:34,0.1,0.2,13,1,0.27,0.93,70.0,57.2,F
2025-01-26 08:12:34,0.2,0.2,52,2,0.26,0.92,70.3,57.2,F
2025-01-26 08:22:35,0.1,0.2,13,1,0.28,0.96,70.0,59.4,F
2025-01-26 08:32:35,0.1,0.2,15,1,0.28,0.96,70.0,58.3,F
2025-01-26 08:42:35,0.2,0.3,11,1,0.28,0.96,70.0,58.3,F
2025-01-26 08:52:35,0.1,0.2,22,1,0.25,0.89,70.1,56.0,F
2025-01-26 09:02:35,0.2,0.3,14,1,0.24,0.86,70.1,56.0,F
2025-01-26 09:12:35,0.3,0.3,95,1,0.27,0.92,70.1,58.3,F
