DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-27 00:02:40,1.3,2.0,203,5,0.28,0.97,71.4,58.3,F
2025-01-27 00:12:40,1.6,2.8,301,6,0.31,1.02,71.6,59.5,F
2025-01-27 00:22:40,1.4,2.4,249,5,0.30,1.00,71.3,59.5,F
2025-01-27 00:32:40,1.1,1.6,168,4,0.22,0.81,71.3,58.4,F
2025-01-27 00:42:40,0.7,1.3,171,3,0.23,0.83,71.3,59.4,F
2025-01-27 00:52:40,1.5,2.5,267,6,0.28,0.95,71.3,60.5,F
2025-01-27 01:02:40,0.8,1.4,199,3,0.29,0.97,71.3,61.7,F
2025-01-27 01:12:40,0.8,1.4,177,3,0.31,1.02,71.4,60.5,F
2025-01-27 01:22:41,0.5,0.8,130,2,0.24,0.86,71.2,59.4,F
2025-01-27 01:32:41,0.5,0.8,119,2,0.24,0.86,71.2,60.5,F
2025-01-27 01:42:41,1.3,2.3,228,5,0.26,0.90,71.1,59.4,F
2025-01-27 01:52:41,0.7,1.3,161,3,0.23,0.82,71.2,59.4,F
2025-01-27 02:02:41,1.0,1.2,229,4,0.23,0.82,71.4,59.4,F
2025-01-27 02:12:41,0.5,0.8,127,2,0.23,0.82,71.4,59.4,F
2025-01-27 02:22:41,0.5,0.8,129,2,0.22,0.81,71.2,58.4,F
2025-01-27 02:32:41,0.7,1.2,205,2,0.24,0.86,71.2,59.5,F
2025-01-27 02:42:41,0.7,1.2,172,2,0.26,0.91,71.2,60.5,F
2025-01-27 02:52:41,0.5,0.7,124,2,0.26,0.90,71.2,60.5,F
2025-01-27 03:02:41,0.6,0.8,135,2,0.25,0.87,71.3,59.4,F
2025-01-27 03:12:41,0.5,0.9,138,2,0.23,0.84,71.2,59.4,F
2025-01-27 03:22:41,0.4,0.7,115,1,0.24,0.86,71.2,60.5,F
2025-01-27 03:32:41,0.5,0.9,128,2,0.26,0.90,71.3,59.4,F
2025-01-27 03:42:41,0.6,0.9,142,2,0.24,0.86,71.1,60.6,F
2025-01-27 03:52:41,0.6,1.0,166,2,0.24,0.86,71.3,59.5,F
2025-01-27 04:02:42,0.4,0.6,103,1,0.23,0.82,71.3,58.3,F
2025-01-27 04:12:42,0.3,0.5,75,1,0.24,0.86,71.1,59.5,F
2025-01-27 04:22:42,0.6,0.9,150,2,0.25,0.89,71.1,59.4,F
2025-01-27 04:32:42,0.4,0.7,121,1,0.25,0.89,71.1,60.5,F
2025-01-27 04:42:42,0.6,1.2,151,2,0.24,0.85,71.0,58.3,F
2025-01-27 04:52:42,0.4,0.5,95,1,0.23,0.82,71.3,58.3,F
2025-01-27 05:02:42,0.3,0.3,69,1,0.24,0.85,71.1,59.5,F
2025-01-27 05:12:42,0.7,1.3,183,3,0.24,0.86,71.1,59.5,F
2025-01-27 05:22:42,0.3,0.5,63,1,0.24,0.85,71.0,59.4,F
2025-01-27 05:32:42,0.3,0.4,58,1,0.24,0.85,71.0,59.5,F
2025-01-27 05:42:42,0.5,0.7,112,1,0.23,0.83,71.1,58.3,F
2025-01-27 05:52:42,0.4,0.6,101,1,0.22,0.82,71.3,58.3,F
2025-01-27 06:02:42,0.6,1.2,144,2,0.23,0.84,71.0,59.5,F
2025-01-27 06:12:42,0.4,0.6,84,1,0.24,0.86,71.0,59.5,F
2025-01-27 06:22:42,0.4,0.8,114,1,0.24,0.85,71.0,59.4,F
2025-01-27 06:32:42,0.2,0.3,70,2,0.23,0.83,71.0,59.4,F
2025-01-27 06:42:42,0.5,0.8,108,2,0.23,0.84,71.2,59.5,F
2025-01-27 06:52:43,0.3,0.5,93,1,0.25,0.88,71.2,59.4,F
2025-01-27 07:02:43,0.2,0.2,20,1,0.24,0.87,71.0,60.6,F
2025-01-27 07:12:43,0.6,0.9,138,2,0.24,0.85,71.0,59.4,F
2025-01-27 07:22:43,0.2,0.3,72,1,0.24,0.85,71.0,60.6,F
2025-01-27 07:32:43,0.5,0.7,102,2,0.23,0.84,71.2,59.5,F
2025-01-27 07:42:43,0.2,0.4,75,1,0.23,0.83,71.0,59.4,F
2025-01-27 07:52:43,0.5,0.9,118,2,0.24,0.86,71.1,59.4,F
2025-01-27 08:02:43,0.2,0.2,42,1,0.24,0.86,70.9,60.6,F
2025-01-27 08:12:43,0.4,0.7,113,1,0.25,0.87,71.0,60.6,F
2025-01-27 08:22:43,2.6,4.1,423,10,0.22,0.81,71.2,56.1,F
2025-01-27 08:32:43,13.2,23.3,2078,53,0.26,0.91,71.4,59.4,F
2025-01-27 08:42:43,9.8,17.9,1479,40,0.26,0.92,71.7,60.5,F
2025-01-27 08:52:43,7.2,12.3,1164,29,0.26,0.91,71.9,60.5,F
2025-01-27 09:02:43,5.7,10.1,917,23,0.26,0.91,71.7,60.5,F
2025-01-27 09:12:43,5.0,8.8,811,20,0.28,0.95,71.9,62.8,F
2025-01-27 09:22:43,2.3,3.9,379,9,0.25,0.88,71.9,59.5,F
2025-01-27 09:32:43,2.1,3.6,424,8,0.25,0.89,71.8,60.5,F
2025-01-27 09:42:44,2.1,3.7,418,8,0.26,0.92,71.9,61.7,F
2025-01-27 09:52:44,3.7,7.1,609,15,0.26,0.92,72.0,61.7,F
2025-01-27 10:02:44,2.6,4.5,426,10,0.27,0.92,72.1,61.7,F
2025-01-27 10:12:44,2.0,4.0,402,8,0.27,0.92,72.2,61.7,F
2025-01-27 10:22:44,1.5,2.8,245,6,0.27,0.92,72.2,61.7,F
2025-01-27 10:32:44,1.8,3.3,340,7,0.27,0.92,72.3,61.8,F
2025-01-27 10:42:44,1.3,2.4,218,5,0.26,0.92,72.5,61.7,F
2025-01-27 10:52:44,2.2,4.1,330,9,0.26,0.92,72.4,61.6,F
2025-01-27 11:02:44,2.2,4.1,325,9,0.26,0.92,72.4,61.6,F
2025-01-27 11:12:44,1.5,2.6,243,6,0.26,0.92,72.5,61.6,F
2025-01-27 11:22:44,1.5,2.8,263,6,0.26,0.91,72.6,61.6,F
2025-01-27 11:32:44,1.7,3.0,302,7,0.26,0.90,72.8,60.5,F
2025-01-27 11:42:44,1.4,2.4,226,5,0.25,0.88,72.7,60.5,F
2025-01-27 11:52:44,1.7,3.1,271,6,0.25,0.87,72.7,59.4,F
2025-01-27 12:02:44,0.9,1.7,231,3,0.24,0.87,72.7,59.4,F
2025-01-27 12:12:44,1.5,3.0,263,6,0.25,0.87,72.7,60.5,F
2025-01-27 12:22:44,0.8,1.1,186,3,0.24,0.87,72.7,59.4,F
2025-01-27 12:32:45,0.7,1.3,198,3,0.24,0.86,72.9,59.4,F
2025-01-27 12:42:45,0.7,1.4,185,3,0.24,0.86,72.6,59.4,F
2025-01-27 12:52:45,0.3,0.5,77,1,0.24,0.86,72.6,59.4,F
2025-01-27 13:02:45,0.4,0.6,122,1,0.24,0.86,72.5,59.4,F
2025-01-27 13:12:45,0.8,1.2,188,3,0.24,0.85,72.6,59.4,F
2025-01-27 13:22:45,0.3,0.5,91,1,0.23,0.84,72.8,59.4,F
2025-01-27 13:32:45,0.6,1.1,121,2,0.23,0.84,72.6,59.5,F
2025-01-27 13:42:45,1.2,2.1,265,4,0.22,0.81,72.4,58.2,F
2025-01-27 13:52:45,0.6,1.1,144,2,0.24,0.85,72.6,58.2,F
2025-01-27 14:02:45,0.8,1.3,190,3,0.25,0.89,72.7,59.4,F
2025-01-27 14:12:45,0.5,0.8,119,1,0.25,0.88,72.7,60.6,F
2025-01-27 14:22:45,0.7,1.2,158,2,0.24,0.85,72.9,59.4,F
2025-01-27 14:32:45,1.9,3.5,401,8,0.23,0.84,72.6,59.4,F
2025-01-27 14:42:45,1.5,2.5,270,6,0.23,0.83,72.6,59.4,F
2025-01-27 14:52:45,0.7,1.3,179,2,0.23,0.83,72.7,59.4,F
2025-01-27 15:02:45,0.7,0.7,166,2,0.23,0.83,72.7,60.5,F
2025-01-27 15:12:45,1.3,2.6,230,5,0.23,0.84,72.8,60.5,F
2025-01-27 15:22:46,2.1,3.9,396,8,0.23,0.84,73.0,59.5,F
2025-01-27 15:32:46,1.5,2.9,284,6,0.23,0.84,72.8,59.3,F
2025-01-27 15:42:46,0.8,1.5,223,3,0.23,0.84,72.7,60.5,F
2025-01-27 15:52:46,0.8,1.6,216,3,0.23,0.84,72.9,59.3,F
2025-01-27 16:02:46,1.4,2.5,216,5,0.23,0.83,72.7,58.2,F
2025-01-27 16:12:46,1.1,2.2,173,4,0.22,0.80,70.7,56.0,F
2025-01-27 16:22:46,0.3,0.5,85,1,0.20,0.77,69.1,54.9,F
2025-01-27 16:32:46,0.6,1.1,143,2,0.19,0.74,68.2,53.8,F
2025-01-27 16:42:46,0.9,1.5,189,3,0.19,0.73,68.0,56.2,F
2025-01-27 16:52:46,1.2,2.2,199,5,0.18,0.71,69.3,53.8,F
2025-01-27 17:02:46,1.2,2.0,183,4,0.18,0.71,67.9,54.9,F
2025-01-27 17:12:46,1.0,1.7,246,4,0.18,0.71,69.3,58.3,F
2025-01-27 17:22:46,0.9,1.5,230,3,0.18,0.70,69.4,53.7,F
2025-01-27 17:32:46,0.7,1.3,180,2,0.18,0.71,68.1,56.1,F
2025-01-27 17:42:46,0.7,1.3,172,3,0.18,0.72,69.1,57.2,F
2025-01-27 17:52:46,0.3,0.3,51,1,0.18,0.71,69.7,57.2,F
2025-01-27 18:02:46,1.1,2.0,169,4,0.18,0.72,70.1,58.3,F
2025-01-27 18:12:47,0.6,1.1,143,2,0.18,0.71,70.5,57.1,F
2025-01-27 18:22:47,0.5,0.7,140,1,0.18,0.71,70.8,57.1,F
2025-01-27 18:32:47,0.6,0.8,147,2,0.18,0.71,68.7,55.0,F
2025-01-27 18:42:47,0.6,1.0,161,2,0.19,0.72,69.4,57.2,F
2025-01-27 18:52:47,0.3,0.5,91,1,0.18,0.71,70.0,58.3,F
2025-01-27 19:02:47,0.3,0.6,76,1,0.18,0.70,70.1,54.9,F
2025-01-27 19:12:47,0.1,0.2,52,2,0.18,0.70,68.8,56.1,F
2025-01-27 19:22:47,0.3,0.4,84,1,0.18,0.70,69.6,58.3,F
2025-01-27 19:32:47,0.5,0.5,95,1,0.17,0.69,69.9,56.0,F
