DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-21 00:01:49,0.7,1.1,155,2,0.25,0.87,72.5,55.9,F
2025-01-21 00:11:49,0.7,1.2,197,2,0.24,0.86,72.5,54.8,F
2025-01-21 00:21:49,0.7,1.1,165,2,0.24,0.86,72.6,55.9,F
2025-01-21 00:31:49,1.0,1.7,252,4,0.24,0.86,72.5,55.9,F
2025-01-21 00:41:49,0.8,1.5,207,3,0.24,0.86,72.7,56.0,F
2025-01-21 00:51:49,0.6,0.9,151,2,0.24,0.86,72.6,55.9,F
2025-01-21 01:01:49,0.5,0.9,149,2,0.24,0.86,72.3,55.9,F
2025-01-21 01:11:49,0.4,0.5,99,1,0.24,0.86,72.3,55.9,F
2025-01-21 01:21:49,0.4,0.6,105,1,0.24,0.86,72.3,55.9,F
2025-01-21 01:31:49,0.3,0.4,83,1,0.24,0.86,72.3,57.2,F
2025-01-21 01:41:50,0.4,0.8,107,1,0.24,0.87,72.5,55.9,F
2025-01-21 01:51:50,0.3,0.5,57,1,0.24,0.86,72.4,57.1,F
2025-01-21 02:01:50,0.3,0.5,70,1,0.24,0.87,72.2,57.1,F
2025-01-21 02:11:50,0.2,0.2,68,1,0.24,0.87,72.3,57.1,F
2025-01-21 02:21:50,0.3,0.5,80,1,0.24,0.86,72.2,57.2,F
2025-01-21 02:31:50,0.2,0.2,54,1,0.25,0.87,72.2,57.1,F
2025-01-21 02:41:50,0.1,0.1,25,1,0.25,0.87,72.4,57.2,F
2025-01-21 02:51:50,0.1,0.2,23,1,0.24,0.87,72.1,57.1,F
2025-01-21 03:01:50,0.1,0.1,46,1,0.24,0.86,72.0,57.1,F
2025-01-21 03:11:50,0.2,0.2,60,1,0.24,0.87,72.1,57.1,F
2025-01-21 03:21:50,0.2,0.3,12,1,0.25,0.87,72.1,58.2,F
2025-01-21 03:31:50,0.2,0.3,59,1,0.24,0.87,72.0,58.2,F
2025-01-21 03:41:50,0.2,0.2,51,1,0.25,0.87,72.1,57.1,F
2025-01-21 03:51:50,0.1,0.1,17,1,0.24,0.87,72.0,57.1,F
2025-01-21 04:01:51,0.1,0.2,16,2,0.24,0.87,71.9,58.2,F
2025-01-21 04:11:50,0.1,0.2,14,1,0.24,0.87,71.9,58.2,F
2025-01-21 04:21:50,0.2,0.3,13,1,0.25,0.87,71.9,58.2,F
2025-01-21 04:31:51,0.1,0.1,16,1,0.25,0.87,72.1,58.3,F
2025-01-21 04:41:51,0.1,0.2,18,2,0.24,0.87,72.0,58.2,F
2025-01-21 04:51:51,0.2,0.2,21,1,0.24,0.87,71.7,58.4,F
2025-01-21 05:01:51,0.1,0.2,14,1,0.24,0.87,71.8,58.2,F
2025-01-21 05:11:51,0.1,0.2,12,1,0.25,0.87,71.7,58.2,F
2025-01-21 05:21:51,0.1,0.3,54,1,0.25,0.87,71.8,58.2,F
2025-01-21 05:31:51,0.1,0.2,14,1,0.25,0.87,71.8,58.2,F
2025-01-21 05:41:51,0.2,0.2,22,1,0.24,0.87,71.7,58.4,F
2025-01-21 05:51:51,0.2,0.2,50,1,0.24,0.86,71.7,58.4,F
2025-01-21 06:01:51,0.2,0.3,56,1,0.24,0.86,71.6,58.4,F
2025-01-21 06:11:51,0.2,0.4,53,2,0.24,0.85,71.6,58.2,F
2025-01-21 06:21:51,0.2,0.3,74,1,0.23,0.84,71.9,57.2,F
2025-01-21 06:31:51,0.5,0.8,123,1,0.23,0.84,71.9,58.2,F
2025-01-21 06:41:51,0.3,0.4,70,1,0.23,0.84,71.8,58.2,F
2025-01-21 06:51:51,0.6,1.2,146,2,0.23,0.84,71.7,58.2,F
2025-01-21 07:01:51,0.5,0.9,104,1,0.23,0.84,71.6,58.2,F
2025-01-21 07:11:51,0.4,0.7,95,1,0.23,0.84,71.6,58.4,F
2025-01-21 07:21:52,0.4,0.9,96,1,0.23,0.84,71.7,58.4,F
2025-01-21 07:31:52,0.3,0.6,84,1,0.23,0.84,71.6,58.2,F
2025-01-21 07:41:52,0.3,0.6,77,1,0.24,0.85,71.5,58.3,F
2025-01-21 07:51:52,0.1,0.2,25,1,0.24,0.85,71.4,58.3,F
2025-01-21 08:01:52,0.1,0.2,15,1,0.24,0.85,71.5,58.3,F
2025-01-21 08:11:52,0.5,0.5,100,1,0.24,0.85,71.4,58.3,F
2025-01-21 08:21:52,0.2,0.4,40,1,0.24,0.85,71.6,58.4,F
2025-01-21 08:31:52,0.2,0.3,19,1,0.24,0.85,71.4,58.4,F
2025-01-21 08:41:52,0.2,0.5,44,2,0.24,0.85,71.4,58.3,F
2025-01-21 08:51:52,0.1,0.2,11,1,0.24,0.85,71.3,58.3,F
2025-01-21 09:01:52,0.1,0.2,14,1,0.24,0.85,71.5,58.3,F
2025-01-21 09:11:53,0.1,0.2,11,1,0.24,0.85,71.5,58.3,F
2025-01-21 09:21:52,0.1,0.1,36,1,0.24,0.85,71.6,58.3,F
2025-01-21 09:31:52,0.3,0.6,80,1,0.24,0.85,71.3,58.3,F
2025-01-21 09:41:52,0.1,0.2,19,1,0.24,0.85,71.3,58.4,F
2025-01-21 09:51:52,0.1,0.2,16,2,0.24,0.86,71.2,58.3,F
2025-01-21 10:01:52,0.1,0.2,25,1,0.24,0.85,71.3,58.3,F
2025-01-21 10:11:53,0.2,0.3,36,1,0.24,0.85,71.3,58.3,F
2025-01-21 10:21:53,0.3,0.5,58,1,0.24,0.85,71.2,58.3,F
2025-01-21 10:31:53,0.1,0.2,18,1,0.24,0.85,71.2,58.3,F
2025-01-21 10:41:53,0.3,0.3,99,1,0.24,0.85,71.3,58.4,F
2025-01-21 10:51:53,0.1,0.2,25,1,0.24,0.85,71.2,58.3,F
2025-01-21 11:01:53,0.4,0.4,97,1,0.24,0.85,71.5,58.4,F
2025-01-21 11:11:53,0.7,1.3,175,2,0.23,0.84,71.6,57.1,F
2025-01-21 11:21:53,1.6,2.5,233,6,0.29,0.97,71.0,57.2,F
2025-01-21 11:31:53,1.3,2.1,221,5,0.28,0.95,70.2,58.3,F
2025-01-21 11:41:53,4.3,7.2,657,17,0.28,0.96,71.0,58.4,F
2025-01-21 11:51:53,3.1,5.1,578,12,0.27,0.92,71.4,59.5,F
2025-01-21 12:01:53,2.0,3.5,383,8,0.26,0.92,71.8,58.2,F
2025-01-21 12:11:53,1.2,2.2,209,5,0.26,0.91,71.9,59.4,F
2025-01-21 12:21:53,1.3,1.8,198,5,0.26,0.90,71.7,59.4,F
2025-01-21 12:31:53,1.4,2.5,249,5,0.25,0.89,71.7,59.5,F
2025-01-21 12:41:53,0.5,0.9,127,2,0.25,0.89,71.7,59.4,F
2025-01-21 12:51:53,0.5,0.9,99,2,0.25,0.89,71.9,59.4,F
2025-01-21 13:01:54,0.9,1.8,217,3,0.25,0.88,71.9,60.5,F
2025-01-21 13:11:54,0.6,1.2,169,2,0.25,0.88,71.7,60.5,F
2025-01-21 13:21:54,0.4,0.4,98,1,0.25,0.88,71.7,60.5,F
2025-01-21 13:31:54,0.3,0.6,84,1,0.25,0.88,72.0,59.4,F
2025-01-21 13:41:54,0.2,0.3,55,1,0.25,0.88,71.7,59.4,F
2025-01-21 13:51:54,0.2,0.3,54,1,0.26,0.90,72.0,58.2,F
2025-01-21 14:01:54,0.6,1.0,151,2,0.25,0.88,72.1,61.7,F
2025-01-21 14:11:54,0.3,0.7,91,1,0.28,0.95,71.9,61.7,F
