DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-28 00:02:49,0.3,0.4,68,1,0.18,0.70,69.7,53.7,F
2025-01-28 00:12:49,0.3,0.6,86,1,0.18,0.70,70.6,53.7,F
2025-01-28 00:22:49,0.3,0.6,93,1,0.18,0.71,70.9,55.0,F
2025-01-28 00:32:50,0.6,1.2,151,2,0.18,0.70,70.9,56.0,F
2025-01-28 00:42:49,0.1,0.2,10,1,0.18,0.72,71.1,56.0,F
2025-01-28 00:52:49,0.3,0.4,86,1,0.18,0.71,71.2,56.0,F
2025-01-28 01:02:49,0.2,0.3,96,1,0.19,0.72,71.2,56.0,F
2025-01-28 01:12:49,0.1,0.2,44,1,0.19,0.72,71.4,56.0,F
2025-01-28 01:22:49,0.3,0.5,91,1,0.19,0.72,71.6,56.0,F
2025-01-28 01:32:49,0.3,0.6,71,1,0.19,0.73,71.3,57.1,F
2025-01-28 01:42:49,0.2,0.2,68,1,0.19,0.73,71.4,57.1,F
2025-01-28 01:52:49,0.3,0.5,71,1,0.19,0.73,71.4,56.1,F
2025-01-28 02:02:49,0.2,0.3,80,1,0.19,0.73,71.5,56.0,F
2025-01-28 02:12:49,0.4,0.5,87,1,0.19,0.73,71.7,57.1,F
2025-01-28 02:22:49,0.3,0.4,64,1,0.19,0.73,71.6,57.2,F
2025-01-28 02:32:49,0.5,0.8,131,1,0.19,0.73,71.3,57.2,F
2025-01-28 02:42:50,0.3,0.7,63,1,0.19,0.73,71.2,56.0,F
2025-01-28 02:52:50,0.2,0.4,56,1,0.19,0.73,71.2,56.0,F
2025-01-28 03:02:50,0.7,1.1,179,3,0.19,0.72,71.2,57.1,F
2025-01-28 03:12:50,0.7,1.2,156,2,0.18,0.72,71.4,57.1,F
2025-01-28 03:22:50,0.5,0.9,138,2,0.19,0.72,71.3,57.1,F
2025-01-28 03:32:50,0.8,1.3,195,3,0.19,0.72,71.0,57.2,F
2025-01-28 03:42:50,0.4,0.7,89,1,0.19,0.72,71.0,57.1,F
