DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2024-12-29 00:07:11,2.4,3.9,396,9,0.13,0.59,70.5,56.0,F
2024-12-29 00:17:11,2.2,3.4,335,9,0.13,0.59,71.0,56.0,F
2024-12-29 00:27:11,1.5,2.8,294,6,0.13,0.57,71.3,56.1,F
2024-12-29 00:37:11,1.2,2.1,206,5,0.13,0.57,71.2,57.1,F
2024-12-29 00:47:12,1.6,2.6,263,6,0.13,0.58,71.2,56.0,F
2024-12-29 00:57:12,1.3,2.0,230,5,0.13,0.58,71.3,56.1,F
2024-12-29 01:07:12,2.2,3.6,428,8,0.13,0.58,71.2,59.4,F
2024-12-29 01:17:12,1.7,3.1,320,7,0.12,0.56,71.5,59.4,F
2024-12-29 01:27:12,1.7,3.0,327,7,0.13,0.59,71.5,57.2,F
2024-12-29 01:37:12,1.3,2.3,207,5,0.13,0.57,71.4,56.0,F
2024-12-29 01:47:12,1.1,1.9,205,4,0.13,0.58,71.5,57.1,F
2024-12-29 01:57:12,1.7,3.0,301,7,0.13,0.57,71.4,57.2,F
2024-12-29 02:07:12,1.7,3.0,309,6,0.13,0.58,71.5,57.1,F
2024-12-29 02:17:12,1.6,3.4,346,6,0.13,0.59,71.6,57.1,F
2024-12-29 02:27:12,1.0,1.6,264,4,0.13,0.58,71.7,57.1,F
2024-12-29 02:37:12,1.7,2.8,307,6,0.13,0.57,71.7,57.1,F
2024-12-29 02:47:12,1.5,2.7,286,6,0.14,0.60,71.5,58.3,F
2024-12-29 02:57:12,1.3,2.4,230,5,0.13,0.59,71.6,57.1,F
2024-12-29 03:07:12,1.3,2.4,206,5,0.14,0.60,71.6,58.2,F
2024-12-29 03:17:12,1.7,3.1,278,6,0.13,0.59,71.6,57.2,F
2024-12-29 03:27:12,1.4,2.2,241,5,0.13,0.57,71.8,57.1,F
2024-12-29 03:37:13,1.8,3.2,328,7,0.13,0.59,71.6,58.2,F
2024-12-29 03:47:13,1.4,2.5,229,5,0.13,0.59,71.6,58.2,F
2024-12-29 03:57:13,1.4,2.5,253,5,0.14,0.61,71.7,59.4,F
2024-12-29 04:07:13,1.5,2.8,257,6,0.14,0.61,71.7,59.4,F
2024-12-29 04:17:13,2.1,3.7,415,8,0.14,0.61,71.7,60.5,F
