DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-07 00:08:28,2.2,3.3,340,9,0.05,0.25,70.4,60.6,F
2025-01-07 00:18:28,2.3,4.7,424,9,0.05,0.21,70.6,59.4,F
2025-01-07 00:28:28,2.7,4.2,446,11,0.05,0.22,70.6,60.6,F
2025-01-07 00:38:28,1.9,3.0,377,7,0.05,0.21,70.6,62.9,F
2025-01-07 00:48:29,2.9,4.7,502,12,0.05,0.21,70.7,60.7,F
2025-01-07 00:58:28,1.9,3.3,357,7,0.05,0.20,70.5,60.7,F
2025-01-07 01:08:28,2.1,3.5,325,8,0.05,0.20,70.3,60.6,F
2025-01-07 01:18:28,2.7,4.9,439,11,0.05,0.20,70.5,60.6,F
2025-01-07 01:28:28,2.3,4.0,372,9,0.05,0.20,70.5,59.4,F
2025-01-07 01:38:29,1.9,3.0,382,7,0.04,0.19,70.3,58.4,F
2025-01-07 01:48:29,2.4,4.2,379,9,0.04,0.19,70.4,58.3,F
2025-01-07 01:58:29,2.6,4.3,395,10,0.04,0.19,70.6,58.3,F
2025-01-07 02:08:29,2.2,3.7,327,8,0.04,0.19,70.6,57.1,F
2025-01-07 02:18:29,2.6,4.5,454,10,0.04,0.19,70.9,57.2,F
2025-01-07 02:28:29,1.8,3.1,361,7,0.04,0.19,70.8,57.1,F
2025-01-07 02:38:29,2.6,4.1,429,10,0.04,0.19,70.7,57.1,F
2025-01-07 02:48:29,1.9,3.2,364,7,0.04,0.18,70.6,56.0,F
2025-01-07 02:58:29,2.3,3.6,363,9,0.04,0.18,70.7,56.1,F
2025-01-07 03:08:29,2.0,3.7,394,8,0.04,0.18,70.7,56.0,F
2025-01-07 03:18:29,2.0,3.3,371,8,0.04,0.18,70.8,56.0,F
2025-01-07 03:28:29,2.1,3.6,392,8,0.04,0.18,70.9,56.0,F
