DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2024-12-30 00:07:20,1.8,3.3,335,7,0.07,0.35,70.9,58.3,F
2024-12-30 00:17:20,1.6,3.0,301,6,0.07,0.34,71.0,58.3,F
2024-12-30 00:27:20,1.4,2.5,241,5,0.07,0.34,70.9,58.3,F
2024-12-30 00:37:20,1.6,2.7,290,6,0.07,0.35,71.0,58.4,F
2024-12-30 00:47:20,1.7,3.2,305,6,0.07,0.36,71.1,58.3,F
2024-12-30 00:57:20,1.8,3.3,317,7,0.07,0.36,71.2,58.4,F
2024-12-30 01:07:20,2.0,3.9,382,8,0.07,0.35,71.4,58.4,F
2024-12-30 01:17:20,1.4,2.7,253,5,0.07,0.35,71.5,59.4,F
2024-12-30 01:27:20,1.9,3.3,373,7,0.07,0.34,71.4,60.5,F
2024-12-30 01:37:20,2.3,4.5,352,9,0.08,0.39,71.4,61.8,F
2024-12-30 01:47:20,2.1,3.9,419,8,0.08,0.39,71.4,62.8,F
2024-12-30 01:57:20,2.0,3.7,389,8,0.08,0.41,71.6,62.8,F
2024-12-30 02:07:21,2.5,4.6,430,10,0.09,0.45,71.7,62.9,F
2024-12-30 02:17:22,2.3,4.1,329,9,0.08,0.43,71.7,64.0,F
2024-12-30 02:27:21,2.0,3.6,384,8,0.08,0.40,71.5,64.1,F
2024-12-30 02:37:21,1.8,2.9,312,7,0.08,0.43,71.6,64.1,F
2024-12-30 02:47:21,1.9,3.5,380,7,0.08,0.43,71.7,64.0,F
2024-12-30 02:57:21,1.9,3.5,351,7,0.09,0.48,71.7,64.0,F
2024-12-30 03:07:21,2.4,4.3,396,9,0.09,0.47,71.9,64.0,F
2024-12-30 03:17:22,2.2,4.1,342,9,0.09,0.46,71.7,64.0,F
2024-12-30 03:27:21,2.2,3.9,424,9,0.08,0.43,71.7,65.1,F
2024-12-30 03:37:21,1.5,2.8,310,6,0.09,0.45,71.8,65.1,F
2024-12-30 03:47:21,1.5,2.2,318,6,0.09,0.48,71.8,64.0,F
2024-12-30 03:57:21,2.2,4.0,335,9,0.09,0.49,72.0,65.1,F
2024-12-30 04:07:21,1.5,2.7,283,6,0.09,0.46,72.0,65.1,F
2024-12-30 04:17:21,1.3,2.3,240,5,0.09,0.45,71.8,65.1,F
2024-12-30 04:27:21,1.8,2.9,346,7,0.09,0.45,71.9,65.1,F
2024-12-30 04:37:21,2.1,3.9,337,8,0.09,0.49,71.9,65.1,F
2024-12-30 04:47:21,1.5,2.7,288,6,0.09,0.48,71.9,65.2,F
2024-12-30 04:57:22,1.5,2.8,372,6,0.09,0.48,72.1,65.1,F
2024-12-30 05:07:22,1.7,2.6,314,6,0.09,0.47,72.2,65.1,F
2024-12-30 05:17:22,1.6,2.7,288,6,0.09,0.47,72.0,65.1,F
2024-12-30 05:27:22,1.6,2.8,280,6,0.09,0.47,72.0,65.1,F
2024-12-30 05:37:22,2.3,3.9,367,9,0.10,0.50,72.0,65.1,F
2024-12-30 05:47:22,1.7,3.2,307,7,0.10,0.50,72.0,65.2,F
2024-12-30 05:57:22,1.9,3.2,389,7,0.09,0.49,72.2,65.1,F
2024-12-30 06:07:22,1.5,2.7,259,6,0.09,0.47,72.3,65.1,F
2024-12-30 06:17:22,1.6,2.9,285,6,0.09,0.49,72.1,65.1,F
2024-12-30 06:27:22,1.1,2.1,206,4,0.10,0.50,72.1,65.1,F
2024-12-30 06:37:22,1.3,2.8,243,5,0.10,0.50,72.3,65.1,F
2024-12-30 06:47:22,1.6,3.1,306,6,0.09,0.47,72.1,66.2,F
2024-12-30 06:57:22,1.6,2.8,281,6,0.10,0.50,72.3,66.2,F
2024-12-30 07:07:22,1.8,3.1,362,7,0.10,0.50,72.3,66.2,F
2024-12-30 07:17:22,1.6,2.8,266,6,0.09,0.48,72.2,66.2,F
2024-12-30 07:27:22,1.6,2.8,290,6,0.10,0.50,72.2,66.2,F
2024-12-30 07:37:22,1.3,2.3,213,5,0.09,0.49,72.2,66.3,F
2024-12-30 07:47:23,1.6,2.8,343,6,0.09,0.49,72.5,66.2,F
2024-12-30 07:57:23,1.5,2.7,273,6,0.10,0.50,72.5,66.2,F
2024-12-30 08:07:23,1.3,1.7,250,5,0.10,0.51,72.3,66.2,F
2024-12-30 08:17:23,1.3,2.2,238,5,0.09,0.45,72.3,66.2,F
2024-12-30 08:27:23,2.0,3.5,362,8,0.09,0.46,72.6,67.5,F
2024-12-30 08:37:23,5.5,9.5,850,22,0.08,0.43,71.9,64.1,F
2024-12-30 08:47:23,7.3,12.7,1187,30,0.08,0.42,70.9,60.6,F
2024-12-30 08:57:23,5.4,8.9,812,22,0.08,0.43,71.2,64.0,F
2024-12-30 09:07:23,4.8,8.8,778,19,0.08,0.42,71.8,62.8,F
2024-12-30 09:17:23,3.6,5.7,578,14,0.08,0.40,71.3,59.4,F
2024-12-30 09:27:23,3.0,5.2,539,12,0.08,0.40,70.6,61.7,F
2024-12-30 09:37:23,2.7,4.8,456,11,0.08,0.40,71.3,62.8,F
2024-12-30 09:47:23,3.1,5.5,547,12,0.08,0.40,71.8,61.7,F
2024-12-30 09:57:23,3.4,5.9,618,14,0.08,0.41,72.3,61.7,F
2024-12-30 10:07:23,3.0,5.7,544,12,0.08,0.42,72.2,61.7,F
2024-12-30 10:17:23,4.1,7.4,664,16,0.08,0.38,71.2,59.4,F
2024-12-30 10:27:23,3.6,5.5,571,14,0.07,0.35,69.7,58.3,F
2024-12-30 10:37:24,2.5,4.4,409,10,0.07,0.34,70.4,64.0,F
2024-12-30 10:47:25,2.8,4.7,461,11,0.07,0.33,69.6,58.3,F
2024-12-30 10:57:24,2.0,3.6,391,8,0.07,0.34,69.6,60.6,F
2024-12-30 11:07:24,3.0,5.4,543,12,0.07,0.33,70.5,63.0,F
2024-12-30 11:17:24,2.2,3.6,337,9,0.07,0.32,69.6,58.4,F
2024-12-30 11:27:24,2.9,5.1,507,12,0.07,0.33,69.3,61.8,F
2024-12-30 11:37:24,2.7,4.8,470,11,0.07,0.33,70.2,64.0,F
2024-12-30 11:47:24,2.8,5.1,487,11,0.07,0.34,70.7,65.1,F
2024-12-30 11:57:24,2.4,4.2,407,9,0.07,0.32,71.1,62.8,F
2024-12-30 12:07:24,2.7,4.9,436,10,0.07,0.36,71.4,66.4,F
2024-12-30 12:17:24,2.1,3.8,423,8,0.07,0.35,71.4,65.1,F
2024-12-30 12:27:24,2.0,3.5,399,8,0.08,0.39,71.6,64.0,F
2024-12-30 12:37:24,2.4,3.8,384,9,0.08,0.40,71.7,66.4,F
2024-12-30 12:47:24,2.2,3.9,342,9,0.08,0.40,71.8,65.1,F
2024-12-30 12:57:24,3.6,6.1,574,14,0.07,0.36,71.9,65.1,F
2024-12-30 13:07:24,3.9,6.9,670,16,0.07,0.36,71.9,67.5,F
2024-12-30 13:17:24,4.5,7.8,687,18,0.07,0.37,72.1,67.4,F
2024-12-30 13:27:25,4.5,8.9,805,18,0.08,0.42,72.3,66.3,F
2024-12-30 13:37:25,5.0,8.6,800,20,0.08,0.38,72.3,66.2,F
2024-12-30 13:47:25,5.9,10.6,957,24,0.08,0.40,72.6,69.6,F
2024-12-30 13:57:25,5.1,8.9,835,20,0.08,0.39,72.6,68.5,F
2024-12-30 14:07:25,5.9,10.5,930,24,0.08,0.40,72.4,69.6,F
2024-12-30 14:17:25,5.3,10.3,902,21,0.08,0.41,72.4,68.6,F
2024-12-30 14:27:25,6.0,11.1,964,24,0.08,0.39,72.4,68.5,F
2024-12-30 14:37:25,5.3,11.1,983,21,0.08,0.39,72.4,68.5,F
2024-12-30 14:47:25,6.1,11.2,981,25,0.08,0.43,72.6,68.5,F
2024-12-30 14:57:26,6.4,11.1,1028,26,0.10,0.51,72.4,66.3,F
2024-12-30 15:07:25,8.5,15.0,1331,35,0.10,0.52,72.4,67.4,F
2024-12-30 15:17:25,6.6,12.4,1010,27,0.10,0.51,72.5,68.5,F
2024-12-30 15:27:25,5.6,9.8,927,23,0.08,0.39,71.9,67.4,F
2024-12-30 15:37:25,4.3,7.9,743,17,0.08,0.38,70.3,62.9,F
2024-12-30 15:47:25,161.7,285.0,24323,212,0.10,0.51,69.5,61.9,F
