DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2024-12-17 00:05:29,1.3,2.2,227,5,0.10,0.50,73.0,58.2,F
2024-12-17 00:15:29,1.0,1.7,264,4,0.10,0.50,73.0,58.3,F
2024-12-17 00:25:29,1.0,1.7,246,4,0.10,0.50,72.9,58.2,F
2024-12-17 00:35:29,0.7,1.1,184,2,0.10,0.50,72.9,58.2,F
2024-12-17 00:45:29,0.5,0.6,124,1,0.10,0.51,72.5,57.1,F
2024-12-17 00:55:29,0.9,1.2,224,3,0.10,0.51,72.1,58.2,F
2024-12-17 01:05:29,1.3,2.3,212,5,0.10,0.50,72.0,58.2,F
2024-12-17 01:15:29,1.1,2.0,179,4,0.10,0.50,71.9,59.5,F
2024-12-17 01:25:30,1.0,1.6,236,3,0.10,0.51,71.9,58.2,F
2024-12-17 01:35:30,0.9,1.5,210,3,0.10,0.50,72.2,59.4,F
2024-12-17 01:45:30,1.0,1.8,260,3,0.10,0.51,72.0,59.4,F
2024-12-17 01:55:30,0.8,1.3,211,3,0.10,0.51,72.0,58.2,F
2024-12-17 02:05:30,1.1,1.8,171,4,0.10,0.51,72.0,58.2,F
2024-12-17 02:15:30,0.6,1.0,144,2,0.10,0.50,72.1,58.2,F
2024-12-17 02:25:30,1.0,1.7,252,4,0.10,0.51,72.2,58.2,F
2024-12-17 02:35:30,0.8,1.4,211,3,0.10,0.51,72.0,58.3,F
2024-12-17 02:45:30,0.7,1.3,186,3,0.10,0.51,72.1,58.2,F
2024-12-17 02:55:30,1.2,2.2,174,4,0.10,0.51,72.1,58.2,F
2024-12-17 03:05:30,0.7,1.4,165,2,0.10,0.50,72.1,58.2,F
2024-12-17 03:15:30,0.9,1.1,211,3,0.10,0.50,72.1,58.2,F
2024-12-17 03:25:30,0.7,1.2,182,2,0.10,0.51,72.2,58.2,F
2024-12-17 03:35:30,1.3,2.5,228,5,0.10,0.51,72.1,58.2,F
2024-12-17 03:45:30,0.8,1.5,186,3,0.10,0.52,72.1,58.2,F
2024-12-17 03:55:30,0.9,1.5,202,3,0.10,0.51,72.0,57.1,F
2024-12-17 04:05:30,0.7,0.8,189,2,0.10,0.51,72.0,57.1,F
2024-12-17 04:15:31,0.9,1.5,220,3,0.10,0.51,72.1,57.1,F
2024-12-17 04:25:31,1.0,1.7,258,4,0.10,0.52,71.9,57.1,F
2024-12-17 04:35:31,1.2,1.6,195,4,0.10,0.52,71.9,57.2,F
2024-12-17 04:45:31,0.9,1.5,232,3,0.10,0.52,71.9,58.2,F
2024-12-17 04:55:31,0.8,1.2,201,3,0.10,0.52,72.1,58.3,F
2024-12-17 05:05:31,0.9,1.5,220,3,0.10,0.51,71.9,57.1,F
2024-12-17 05:15:31,0.9,1.6,224,3,0.10,0.51,72.0,58.2,F
2024-12-17 05:25:31,1.1,1.6,173,4,0.10,0.51,71.9,58.2,F
2024-12-17 05:35:31,0.5,0.5,142,2,0.10,0.52,71.8,57.2,F
2024-12-17 05:45:31,1.0,1.7,235,3,0.10,0.51,71.9,58.3,F
2024-12-17 05:55:31,0.6,0.9,154,2,0.10,0.52,71.8,58.4,F
2024-12-17 06:05:31,0.7,1.0,159,2,0.10,0.52,72.0,57.2,F
2024-12-17 06:15:31,0.6,1.1,163,2,0.10,0.52,72.0,57.2,F
