DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2024-12-20 00:05:55,2.2,3.7,329,9,0.04,0.18,70.1,59.4,F
2024-12-20 00:15:55,2.5,3.4,404,10,0.05,0.20,68.7,58.3,F
2024-12-20 00:25:55,2.9,5.5,518,11,0.04,0.18,69.4,58.3,F
2024-12-20 00:35:55,1.8,3.0,353,7,0.04,0.18,67.9,56.1,F
2024-12-20 00:45:55,2.1,4.1,427,8,0.04,0.17,66.8,55.1,F
2024-12-20 00:55:55,1.9,3.1,363,8,0.04,0.17,66.1,56.1,F
2024-12-20 01:05:55,2.8,4.8,470,11,0.04,0.17,67.6,57.2,F
2024-12-20 01:15:55,2.0,3.3,378,8,0.03,0.15,67.8,56.1,F
2024-12-20 01:25:55,2.7,4.9,494,11,0.03,0.15,66.5,57.4,F
2024-12-20 01:35:55,1.9,3.1,356,7,0.04,0.16,67.8,57.2,F
2024-12-20 01:45:55,2.1,3.6,401,8,0.04,0.17,68.7,58.3,F
2024-12-20 01:55:55,2.4,4.1,373,9,0.04,0.17,69.1,58.3,F
2024-12-20 02:05:55,2.5,4.4,431,10,0.04,0.18,69.7,59.5,F
2024-12-20 02:15:55,2.7,5.0,450,10,0.04,0.18,70.1,59.4,F
2024-12-20 02:25:55,2.5,4.6,415,10,0.04,0.18,69.9,60.6,F
2024-12-20 02:35:55,2.7,4.4,483,11,0.04,0.18,70.0,60.6,F
2024-12-20 02:45:56,2.2,3.6,335,9,0.04,0.18,70.1,60.6,F
2024-12-20 02:55:56,2.2,3.3,342,8,0.04,0.18,70.2,61.7,F
2024-12-20 03:05:56,2.5,4.2,426,10,0.04,0.18,70.5,61.8,F
2024-12-20 03:15:56,2.4,4.1,392,10,0.04,0.18,70.4,61.7,F
2024-12-20 03:25:56,2.8,4.5,472,11,0.04,0.18,70.4,61.7,F
2024-12-20 03:35:56,2.4,4.5,396,9,0.04,0.18,70.5,61.7,F
2024-12-20 03:45:56,2.3,3.8,357,9,0.04,0.19,70.5,61.7,F
2024-12-20 03:55:56,2.6,4.6,439,10,0.04,0.19,70.7,61.8,F
2024-12-20 04:05:56,2.5,4.1,440,10,0.04,0.18,70.8,62.9,F
2024-12-20 04:15:56,2.3,4.4,368,9,0.04,0.18,70.6,63.0,F
2024-12-20 04:25:56,2.4,4.2,393,9,0.04,0.19,70.6,63.0,F
2024-12-20 04:35:56,2.4,3.9,386,10,0.04,0.19,70.7,62.9,F
2024-12-20 04:45:56,2.8,4.7,476,11,0.04,0.18,70.7,62.9,F
2024-12-20 04:55:56,3.3,5.7,495,13,0.04,0.18,70.9,62.9,F
2024-12-20 05:05:56,2.0,3.1,410,8,0.04,0.18,70.8,62.8,F
2024-12-20 05:15:56,3.1,5.4,585,12,0.04,0.19,70.8,63.0,F
2024-12-20 05:25:57,2.8,4.6,471,11,0.04,0.19,70.8,62.8,F
2024-12-20 05:35:57,2.8,4.6,474,11,0.04,0.19,70.8,62.8,F
2024-12-20 05:45:57,2.5,4.0,418,10,0.04,0.18,71.1,64.0,F
2024-12-20 05:55:57,2.3,3.9,367,9,0.04,0.19,71.0,64.0,F
2024-12-20 06:05:57,3.1,4.7,551,12,0.04,0.19,70.9,63.0,F
2024-12-20 06:15:57,2.4,4.1,401,10,0.04,0.19,70.9,64.0,F
2024-12-20 06:25:57,2.4,3.7,396,9,0.04,0.19,70.9,64.0,F
2024-12-20 06:35:57,3.0,4.9,547,12,0.04,0.19,71.0,64.1,F
2024-12-20 06:45:57,3.0,5.6,510,12,0.04,0.18,71.1,64.0,F
2024-12-20 06:55:57,2.7,4.3,474,11,0.04,0.19,71.0,62.8,F
2024-12-20 07:05:57,3.1,5.7,564,12,0.04,0.19,71.0,64.0,F
2024-12-20 07:15:57,2.5,4.1,389,10,0.04,0.19,70.9,64.0,F
2024-12-20 07:25:57,2.5,4.4,401,10,0.04,0.18,71.0,64.1,F
2024-12-20 07:35:57,2.7,4.9,488,11,0.04,0.19,71.2,64.1,F
2024-12-20 07:45:57,2.8,4.4,487,11,0.04,0.19,71.0,62.8,F
2024-12-20 07:55:57,2.5,3.9,390,10,0.04,0.19,71.0,64.0,F
2024-12-20 08:05:57,2.5,4.0,427,10,0.04,0.19,71.0,64.1,F
2024-12-20 08:15:58,2.7,4.5,466,11,0.04,0.18,71.0,64.0,F
2024-12-20 08:25:58,2.8,4.8,486,11,0.04,0.18,71.2,62.8,F
