DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-20 00:01:40,1.0,1.4,254,4,0.25,0.88,72.4,64.0,F
2025-01-20 00:11:40,0.9,1.5,225,3,0.25,0.88,72.5,65.1,F
2025-01-20 00:21:41,1.3,2.3,235,5,0.24,0.87,72.5,66.2,F
2025-01-20 00:31:41,1.7,3.2,321,7,0.24,0.86,72.5,65.2,F
2025-01-20 00:41:41,0.8,1.4,190,3,0.24,0.86,72.5,65.1,F
2025-01-20 00:51:41,0.9,1.5,182,3,0.24,0.87,72.5,66.2,F
2025-01-20 01:01:41,0.5,0.7,146,2,0.25,0.87,72.5,65.1,F
2025-01-20 01:11:41,0.9,1.7,228,3,0.25,0.87,72.5,66.2,F
2025-01-20 01:21:41,0.5,0.9,126,2,0.25,0.89,72.6,65.1,F
2025-01-20 01:31:41,0.8,1.3,197,3,0.25,0.88,72.4,65.1,F
2025-01-20 01:41:41,0.7,1.3,174,2,0.25,0.88,72.4,65.1,F
2025-01-20 01:51:41,0.9,1.5,214,3,0.25,0.88,72.4,63.9,F
2025-01-20 02:01:41,0.8,1.2,208,3,0.25,0.88,72.7,65.1,F
2025-01-20 02:11:41,0.6,0.9,138,2,0.25,0.88,72.4,65.1,F
2025-01-20 02:21:41,0.6,1.1,145,2,0.25,0.88,72.5,65.1,F
2025-01-20 02:31:41,0.7,1.0,175,2,0.25,0.87,72.3,64.0,F
2025-01-20 02:41:41,1.0,1.6,232,4,0.25,0.87,72.3,63.9,F
2025-01-20 02:51:41,0.7,0.9,160,2,0.24,0.86,72.1,63.9,F
2025-01-20 03:01:41,0.7,1.3,204,3,0.24,0.86,72.1,62.8,F
2025-01-20 03:11:42,0.9,1.4,213,3,0.24,0.86,72.0,64.1,F
2025-01-20 03:21:42,0.9,1.7,217,3,0.24,0.86,72.1,63.9,F
2025-01-20 03:31:42,0.6,1.1,159,2,0.24,0.87,73.5,61.6,F
2025-01-20 03:41:42,0.7,1.3,201,3,0.25,0.87,74.7,60.4,F
2025-01-20 03:51:42,0.4,0.5,121,1,0.25,0.89,75.3,59.3,F
2025-01-20 04:01:42,0.6,1.1,165,2,0.25,0.89,74.8,59.3,F
2025-01-20 04:11:42,0.9,1.5,219,3,0.25,0.88,74.3,60.4,F
2025-01-20 04:21:43,0.5,0.5,129,1,0.25,0.88,73.9,60.5,F
2025-01-20 04:31:42,0.7,1.1,171,2,0.25,0.87,73.5,60.5,F
2025-01-20 04:41:42,0.7,0.7,162,2,0.24,0.87,73.4,60.5,F
2025-01-20 04:51:42,0.6,1.2,171,2,0.25,0.87,73.2,63.9,F
2025-01-20 05:01:42,0.8,1.4,183,3,0.24,0.86,73.2,61.6,F
2025-01-20 05:11:42,0.3,0.4,82,1,0.24,0.87,74.2,60.6,F
2025-01-20 05:21:42,0.9,1.7,225,3,0.25,0.88,75.3,59.3,F
2025-01-20 05:31:42,0.6,1.0,156,2,0.25,0.88,74.9,59.3,F
2025-01-20 05:41:42,0.6,0.8,130,2,0.25,0.88,74.4,58.3,F
2025-01-20 05:51:42,0.6,1.2,166,2,0.25,0.88,74.0,60.6,F
2025-01-20 06:01:43,0.5,1.0,123,2,0.25,0.87,73.9,61.6,F
2025-01-20 06:11:43,0.4,0.8,98,1,0.24,0.86,73.8,57.0,F
2025-01-20 06:21:43,0.4,0.6,65,1,0.25,0.88,73.5,61.6,F
2025-01-20 06:31:43,0.5,0.9,129,2,0.25,0.87,73.4,61.6,F
