DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-01-03 00:07:54,4.9,9.0,864,20,0.08,0.41,71.2,62.8,F
2025-01-03 00:17:54,4.8,7.9,749,19,0.08,0.40,71.2,61.7,F
2025-01-03 00:27:54,4.8,8.5,784,20,0.08,0.40,71.5,61.7,F
2025-01-03 00:37:54,5.1,9.1,848,21,0.08,0.40,71.3,60.5,F
2025-01-03 00:47:54,4.8,7.9,802,19,0.08,0.39,71.2,60.5,F
2025-01-03 00:57:54,6.8,10.5,1052,28,0.08,0.38,71.1,60.6,F
2025-01-03 01:07:54,4.6,7.7,717,18,0.08,0.38,71.0,60.7,F
2025-01-03 01:17:54,5.1,8.6,816,21,0.08,0.38,70.9,60.6,F
2025-01-03 01:27:54,4.4,7.4,653,18,0.08,0.38,71.0,60.6,F
2025-01-03 01:37:54,5.2,8.9,843,21,0.07,0.37,71.0,59.4,F
2025-01-03 01:47:54,4.5,7.1,700,18,0.07,0.37,70.7,59.4,F
2025-01-03 01:57:55,4.9,7.4,775,20,0.07,0.37,70.6,59.4,F
2025-01-03 02:07:55,5.0,8.9,828,20,0.07,0.36,70.6,59.4,F
2025-01-03 02:17:55,5.0,8.5,803,20,0.07,0.36,70.5,59.4,F
2025-01-03 02:27:55,4.7,7.5,724,19,0.07,0.35,70.8,59.5,F
2025-01-03 02:37:55,4.8,8.0,782,19,0.07,0.36,70.8,59.4,F
2025-01-03 02:47:55,4.5,7.5,692,18,0.07,0.36,70.4,59.4,F
2025-01-03 02:57:55,4.1,7.1,692,16,0.07,0.35,70.5,58.3,F
2025-01-03 03:07:55,4.4,7.6,698,18,0.07,0.36,70.4,58.3,F
2025-01-03 03:17:55,4.4,6.9,695,18,0.07,0.34,70.3,58.3,F
2025-01-03 03:27:55,4.9,8.5,788,20,0.07,0.34,70.5,58.3,F
2025-01-03 03:37:55,4.7,8.0,748,19,0.07,0.34,70.5,58.3,F
2025-01-03 03:47:55,4.7,8.4,701,19,0.07,0.33,70.4,58.3,F
2025-01-03 03:57:55,4.7,7.4,750,19,0.07,0.33,70.3,58.3,F
2025-01-03 04:07:55,3.9,6.3,671,16,0.07,0.33,70.3,58.3,F
2025-01-03 04:17:55,4.7,7.9,738,19,0.07,0.33,70.3,58.3,F
2025-01-03 04:27:55,4.9,8.2,810,20,0.07,0.34,70.4,58.4,F
2025-01-03 04:37:55,3.9,6.5,657,16,0.07,0.32,70.3,58.4,F
